2017-09-10;23:30:00;0,71
2017-09-10;24:00:00;0,71
2017-09-10;24:00:00;0,71
2017-09-10;24:30:00;0,73
2017-09-11;16:30:00;0,54
2017-09-11;18:30:00;0,54
2017-09-11;21:00:00;0,54
2017-09-11;22:30:00;0,54
2017-09-11;22:30:00;0,54
2017-09-11;22:30:00;0,54
2017-09-11;22:30:00;0,54
2017-09-11;24:00:00;0,52
2017-09-11;24:00:00;0,52
2017-09-11;24:00:00;0,52
2017-09-11;24:00:00;0,52
2017-09-11;24:00:00;0,52
2017-09-11;24:30:00;0,52
2017-09-12;1:00:00;0,51
2017-09-12;15:00:00;2,23
2017-09-12;15:30:00;12,44
2017-09-12;15:30:00;12,44
2017-09-12;16:30:00;12,44
2017-09-12;16:30:00;12,44
2017-09-12;16:30:00;12,44
2017-09-12;17:00:00;12,42
2017-09-12;17:00:00;12,42
2017-09-12;18:00:00;12,44
2017-09-12;18:00:00;12,44
2017-09-12;18:00:00;12,44
2017-09-12;18:00:00;12,44
2017-09-12;18:30:00;1,61
2017-09-12;18:30:00;1,61
2017-09-12;19:00:00;12,44
2017-09-12;19:30:00;12,44
2017-09-12;19:30:00;12,44
2017-09-12;22:00:00;1,39
2017-09-12;22:00:00;1,39
2017-09-12;22:00:00;1,39
2017-09-12;22:00:00;1,39
2017-09-12;23:00:00;1,37
